Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College,Merge Name,Team,Year
CB,Antonio Hamilton,30,61,#210 CB,"6'0""",178,27,1/23/93,3rd season,2016,,,South Carolina State,A.Hamilton,New York Giants,2017
DB,Grant Haley,34,66,#7 DB,"5'9""",190,24,1/5/96,1st season,2018,,,Penn State,G.Haley,New York Giants,2017
SS,Landon Collins,21,92,#4 SS,"6'0""",215,26,1/9/94,4th season,2015,2,33,Alabama,L.Collins,New York Giants,2017
SS,Michael Thomas,31,84,#7 SS,"5'11""",182,31,3/16/89,5th season,2012,,,Stanford,M.Thomas,New York Giants,2017
SS,Kenny Ladler,33,66,#70 SS,"6'0""",207,28,6/23/92,Rookie,2014,,,Vanderbilt,K.Ladler,New York Giants,2017
FS,Sean Chandler,36,67,#67 FS,"5'10""",205,24,4/26/96,1st season,2018,,,Temple,S.Chandler,New York Giants,2017
FS,Kamrin Moore,29,67,#75 FS,"5'10""",203,23,10/1/96,Rookie,2018,6,189,,K.Moore,New York Giants,2017
FS,Curtis Riley,35,61,#88 FS,"6'0""",189,27,7/18/92,4th season,2015,,,Fresno State,C.Riley,New York Giants,2017
LS,Zak DeOssie,51,55,#11 LS,"6'5""",249,36,5/24/84,11th season,2007,4,116,Brown,Z.DeOssie,New York Giants,2017
K,Aldrick Rosas,2,71,#35 K,"6'2""",195,25,12/29/94,2nd season,2016,,,Southern Oregon,A.Rosas,New York Giants,2017
P,Riley Dixon,9,74,#27 P,"6'4""",221,26,7/30/93,3rd season,2016,7,228,Syracuse,R.Dixon,New York Giants,2017
QB,Sam Darnold,14,75,#32 QB,"6'3""",221,23,6/4/97,3,2018,1,3,USC,S.Darnold,New York Jets,2020
QB,Mike White,5,67,#120 QB,"6'5""",224,25,3/24/95,2,2018,5,171,Western Kentucky,M.White,New York Jets,2020
QB,James Morgan,,67,#120 QB,"6'4""",229,23,2/27/97,0,2020,4,125,Florida International,J.Morgan,New York Jets,2020
RB,Le'Veon Bell,26,90,#6 RB,"6'1""",230,28,2/17/92,7,2013,2,48,Michigan State,L.Bell,New York Jets,2020
RB,Frank Gore,20,78,#64 RB,"5'9""",217,37,5/13/83,16,2005,3,65,Miami,F.Gore,New York Jets,2020
RB,Kenneth Dixon,38,73,#145 RB,"5'10""",215,26,1/20/94,4,2016,4,134,Louisiana Tech,K.Dixon,New York Jets,2020
RB,Trenton Cannon,25,68,#257 RB,"5'10""",182,25,7/22/94,3,2018,6,204,Virginia State,T.Cannon,New York Jets,2020
RB,Josh Adams,36,68,#257 RB,"6'2""",213,23,10/28/96,3,2018,,,Notre Dame,J.Adams,New York Jets,2020
RB,Lamical Perine,,67,#304 RB,"5'11""",216,22,1/29/98,0,2020,4,120,Florida,L.Perine,New York Jets,2020
WR,Breshad Perriman,19,78,#85 WR,"6'2""",212,26,9/9/93,6,2015,1,26,Central Florida,B.Perriman,New York Jets,2020
WR,Jamison Crowder,82,78,#85 WR,"5'8""",185,27,6/16/93,6,2015,4,105,Duke,J.Crowder,New York Jets,2020
WR,Josh Doctson,0,75,#142 WR,"6'2""",202,27,12/2/92,5,2016,1,22,Texas Christian,J.Doctson,New York Jets,2020
WR,Braxton Berrios,10,70,#285 WR,"5'9""",184,24,10/5/95,3,2018,6,210,Miami (Fla.),B.Berrios,New York Jets,2020
WR,Jehu Chesson,0,69,#309 WR,"6'2""",204,26,12/28/93,3,2017,4,139,Michigan,J.Chesson,New York Jets,2020
WR,George Campbell,,67,#556 WR,"6'4""",183,23,10/11/96,0,2020,,,West Virginia,G.Campbell,New York Jets,2020
WR,Lawrence Cager,,67,#556 WR,"6'5""",220,,,0,2020,,,Georgia,L.Cager,New York Jets,2020
WR,Denzel Mims,,67,#556 WR,"6'3""",207,22,10/9/97,0,2020,2,59,Baylor,D.Mims,New York Jets,2020
WR,Vyncint Smith,17,67,#556 WR,"6'3""",195,24,6/8/96,3,2018,,,Limestone College,V.Smith,New York Jets,2020
WR,Jeff Smith,9,67,#556 WR,"6'0""",192,23,4/20/97,1,2019,,,Boston College,J.Smith,New York Jets,2020
WR,Josh Malone,83,67,#556 WR,"6'3""",208,24,3/20/96,4,2017,4,128,Tennessee,J.Malone,New York Jets,2020
TE,Chris Herndon IV,89,78,#43 TE,"6'4""",253,24,2/22/96,3,2018,4,107,,C.Herndon,New York Jets,2020
TE,Trevon Wesco,85,69,#174 TE,"6'3""",267,24,9/11/95,2,2019,4,121,West Virginia,T.Wesco,New York Jets,2020
TE,Daniel Brown,87,69,#174 TE,"6'5""",250,28,5/25/92,6,2015,,,James Madison,D.Brown,New York Jets,2020
TE,Ross Travis,43,67,#282 TE,"6'6""",225,27,1/8/93,4,2015,,,Penn State,R.Travis,New York Jets,2020
C,Jonotthan Harrison,78,69,#58 C,"6'3""",304,28,8/24/91,7,2014,,,Florida,J.Harrison,New York Jets,2020
C,Brad Lundblade,0,69,#58 C,"6'2""",295,24,9/20/95,1,2018,,,Oklahoma State,B.Lundblade,New York Jets,2020
C,Leo Koloamatangi,63,67,#91 C,"6'4""",312,26,5/8/94,2,2017,,,Hawaii,L.Koloamatangi,New York Jets,2020
C,Jimmy Murray,61,67,#91 C,"6'5""",304,25,5/4/95,2,2018,,,Holy Cross,J.Murray,New York Jets,2020
OG,Brian Winters,67,81,#21 OG,"6'4""",320,28,7/9/91,8,2013,3,72,Kent State,B.Winters,New York Jets,2020
OG,Chuma Edoga,75,71,#62 OG,"6'3""",308,23,5/24/97,2,2019,3,92,USC,C.Edoga,New York Jets,2020
OG,Greg Van Roten,73,71,#62 OG,"6'3""",303,30,2/25/90,5,2012,,,Pennsylvania,G.Van,New York Jets,2020
OG,Ben Braden,69,67,#112 OG,"6'6""",329,26,3/8/94,2,2017,,,Michigan,B.Braden,New York Jets,2020
OG,Josh Andrews,63,67,#112 OG,"6'2""",311,29,6/20/91,5,2014,,,Oregon State,J.Andrews,New York Jets,2020
OG,Cameron Clark,,67,#112 OG,"6'4""",308,22,11/15/97,0,2020,4,129,Charlotte,C.Clark,New York Jets,2020
OT,Alex Lewis,71,71,#109 OT,"6'6""",312,28,4/20/92,5,2016,4,130,Nebraska,A.Lewis,New York Jets,2020
OT,George Fant,74,69,#146 OT,"6'5""",296,27,7/18/92,5,2016,,,Western Kentucky,G.Fant,New York Jets,2020
OT,Mekhi Becton,,67,#226 OT,"6'7""",364,21,4/17/99,0,2020,1,11,Louisville,M.Becton,New York Jets,2020
OT,Jared Hilbers,,67,#226 OT,"6'6""",310,,,0,2020,,,Washington,J.Hilbers,New York Jets,2020
OT,Conor McDermott,69,67,#226 OT,"6'8""",305,27,10/18/92,4,2017,6,211,UCLA,C.McDermott,New York Jets,2020
NT,Steve McLendon,99,80,#7 NT,"6'4""",280,34,1/2/86,11,2009,,,Troy,S.McLendon,New York Jets,2020
DT,Quinnen Williams,95,79,#27 DT,"6'3""",303,22,12/20/97,2,2019,1,3,Alabama,Q.Williams,New York Jets,2020
DT,Nathan Shepherd,97,73,#95 DT,"6'4""",315,26,10/8/93,3,2018,3,72,Fort Hays State,N.Shepherd,New York Jets,2020
DT,Folorunso Fatukasi,94,72,#112 DT,"6'4""",318,25,3/3/95,3,2018,6,180,Connecticut,F.Fatukasi,New York Jets,2020
DE,Henry Anderson,96,77,#57 DE,"6'6""",294,28,8/2/91,6,2015,3,93,Stanford,H.Anderson,New York Jets,2020
DE,Ahmad Gooden,0,76,#65 DE,"6'1""",241,24,10/26/95,1,2019,,,Samford,A.Gooden,New York Jets,2020
DE,Kyle Phillips,98,74,#98 DE,"6'4""",272,23,5/4/97,2,2019,,,Tennessee,K.Phillips,New York Jets,2020
DE,Corbin Kaufusi,65,72,#126 DE,"6'8""",281,27,4/11/93,1,2019,,,Brigham Young,C.Kaufusi,New York Jets,2020
DE,Tarell Basham,93,72,#126 DE,"6'4""",259,26,3/17/94,4,2017,3,80,Ohio U.,T.Basham,New York Jets,2020
DE,Jordan Willis,60,71,#146 DE,"6'4""",255,25,5/1/95,4,2017,3,73,Kansas State,J.Willis,New York Jets,2020
DE,Bronson Kaufusi,91,68,#210 DE,"6'6""",285,28,7/5/91,3,2016,3,70,Brigham Young,B.Kaufusi,New York Jets,2020
DE,John Franklin-Myers,56,67,#271 DE,"6'4""",283,23,9/25/96,3,2018,4,135,Stephen F. Austin St.,J.Franklin-Myers,New York Jets,2020
DE,Jabari Zuniga,,67,#271 DE,"6'3""",264,,,0,2020,3,79,Florida,J.Zuniga,New York Jets,2020
LB,Avery Williamson,54,86,#17 LB,"6'1""",246,28,3/8/92,7,2014,5,151,Kentucky,A.Williamson,New York Jets,2020
LB,Jordan Jenkins,48,72,#202 LB,"6'3""",259,25,6/30/94,5,2016,3,83,Georgia,J.Jenkins,New York Jets,2020
LB,Patrick Onwuasor,48,72,#202 LB,"6'0""",225,27,8/21/92,5,2016,,,Portland State,P.Onwuasor,New York Jets,2020
LB,Harvey Langi,44,70,#266 LB,"6'1""",249,27,9/23/92,3,2017,,,Brigham Young,H.Langi,New York Jets,2020
LB,Wyatt Ray,43,70,#266 LB,"6'3""",257,23,10/23/96,1,2019,,,Boston College,W.Ray,New York Jets,2020
LB,Blake Cashman,53,70,#266 LB,"6'1""",237,24,5/9/96,2,2019,5,157,Minnesota,B.Cashman,New York Jets,2020
LB,Frankie Luvu,50,68,#377 LB,"6'2""",242,23,9/18/96,3,2018,,,Washington State,F.Luvu,New York Jets,2020
LB,James Burgess,58,67,#478 LB,"6'0""",236,26,3/8/94,4,2016,,,Louisville,J.Burgess,New York Jets,2020
LB,Neville Hewitt,46,67,#478 LB,"6'2""",235,27,4/5/93,6,2015,,,Marshall,N.Hewitt,New York Jets,2020
LB,CJ Mosley,57,67,#478 LB,"6'2""",234,28,6/18/92,7,2014,1,17,Alabama,C.Mosley,New York Jets,2020
LB,BJ Bello,49,67,#478 LB,"6'2""",230,25,10/30/94,3,2017,,,Illinois State,B.Bello,New York Jets,2020
CB,Pierre Desir,35,81,#43 CB,"6'1""",198,29,9/7/90,7,2014,4,127,Lindenwood,P.Desir,New York Jets,2020
CB,Brian Poole,34,77,#71 CB,"5'10""",210,27,10/19/92,5,2016,,,Florida,B.Poole,New York Jets,2020
CB,Blessuan Austin,31,73,#158 CB,"6'1""",198,23,7/18/96,2,2019,6,196,Rutgers,B.Austin,New York Jets,2020
CB,Nate Hairston,21,69,#241 CB,"6'0""",196,25,6/29/94,4,2017,5,158,Temple,N.Hairston,New York Jets,2020
CB,Anthony Cioffi,0,68,#302 CB,"6'0""",200,25,8/25/94,1,2017,,,Rutgers,A.Cioffi,New York Jets,2020
CB,Bryce Hall,,67,#386 CB,"6'1""",202,,,0,2020,5,158,Virginia,B.Hall,New York Jets,2020
CB,Shyheim Carter,,67,#386 CB,"5'10""",194,,,0,2020,,,Alabama,S.Carter,New York Jets,2020
CB,Javelin Guidry,,67,#386 CB,"5'9""",191,,,0,2020,,,Utah,J.Guidry,New York Jets,2020
CB,Arthur Maulet,23,67,#386 CB,"5'11""",190,26,7/12/93,4,2017,,,Memphis,A.Maulet,New York Jets,2020
CB,Bennett Jackson,32,67,#386 CB,"6'0""",195,28,9/15/91,3,2014,6,187,Notre Dame,B.Jackson,New York Jets,2020
SS,Jamal Adams,33,92,#3 SS,"6'0""",214,24,10/16/95,4,2017,1,6,LSU,J.Adams,New York Jets,2020
SS,Matthias Farley,41,74,#48 SS,"5'11""",204,27,7/14/92,5,2016,,,Notre Dame,M.Farley,New York Jets,2020
FS,Marcus Maye,20,81,#20 FS,"6'0""",212,26,3/7/94,4,2017,2,39,Florida,M.Maye,New York Jets,2020
FS,Ashtyn Davis,,67,#136 FS,"6'1""",202,23,10/9/96,0,2020,3,68,California,A.Davis,New York Jets,2020
LS,Thomas Hennessy,42,,,"6'3""",236,26,6/10/94,4,2017,,,Duke,T.Hennessy,New York Jets,2020
P,Ian Berryman,0,71,#46 P,"6'0""",210,24,5/31/96,1,2019,,,Western Carolina,I.Berryman,New York Jets,2020
P,Braden Mann,,67,#65 P,"5'11""",198,22,11/23/97,0,2020,6,191,Texas A&M,B.Mann,New York Jets,2020
PK,Brett Maher,0,73,#38 PK,"6'0""",186,30,11/20/89,3,2013,,,Nebraska,B.Maher,New York Jets,2020
PK,Sam Ficken,9,67,#76 PK,"6'2""",186,27,12/13/92,2,2016,,,Penn State,S.Ficken,New York Jets,2020
QB,Sam Darnold,14,75,#32 QB,"6'3""",221,23,6/4/97,3,2018,1,3,USC,S.Darnold,New York Jets,2019
QB,Mike White,5,67,#120 QB,"6'5""",224,25,3/24/95,2,2018,5,171,Western Kentucky,M.White,New York Jets,2019
QB,James Morgan,,67,#120 QB,"6'4""",229,23,2/27/97,0,2020,4,125,Florida International,J.Morgan,New York Jets,2019
RB,Le'Veon Bell,26,90,#6 RB,"6'1""",230,28,2/17/92,7,2013,2,48,Michigan State,L.Bell,New York Jets,2019
RB,Frank Gore,20,78,#64 RB,"5'9""",217,37,5/13/83,16,2005,3,65,Miami,F.Gore,New York Jets,2019
RB,Kenneth Dixon,38,73,#145 RB,"5'10""",215,26,1/20/94,4,2016,4,134,Louisiana Tech,K.Dixon,New York Jets,2019
RB,Trenton Cannon,25,68,#257 RB,"5'10""",182,25,7/22/94,3,2018,6,204,Virginia State,T.Cannon,New York Jets,2019
RB,Josh Adams,36,68,#257 RB,"6'2""",213,23,10/28/96,3,2018,,,Notre Dame,J.Adams,New York Jets,2019
RB,Lamical Perine,,67,#304 RB,"5'11""",216,22,1/29/98,0,2020,4,120,Florida,L.Perine,New York Jets,2019
WR,Breshad Perriman,19,78,#85 WR,"6'2""",212,26,9/9/93,6,2015,1,26,Central Florida,B.Perriman,New York Jets,2019
WR,Jamison Crowder,82,78,#85 WR,"5'8""",185,27,6/16/93,6,2015,4,105,Duke,J.Crowder,New York Jets,2019
WR,Josh Doctson,0,75,#142 WR,"6'2""",202,27,12/2/92,5,2016,1,22,Texas Christian,J.Doctson,New York Jets,2019
WR,Braxton Berrios,10,70,#285 WR,"5'9""",184,24,10/5/95,3,2018,6,210,Miami (Fla.),B.Berrios,New York Jets,2019
WR,Jehu Chesson,0,69,#309 WR,"6'2""",204,26,12/28/93,3,2017,4,139,Michigan,J.Chesson,New York Jets,2019
WR,George Campbell,,67,#556 WR,"6'4""",183,23,10/11/96,0,2020,,,West Virginia,G.Campbell,New York Jets,2019
WR,Lawrence Cager,,67,#556 WR,"6'5""",220,,,0,2020,,,Georgia,L.Cager,New York Jets,2019
WR,Denzel Mims,,67,#556 WR,"6'3""",207,22,10/9/97,0,2020,2,59,Baylor,D.Mims,New York Jets,2019
WR,Vyncint Smith,17,67,#556 WR,"6'3""",195,24,6/8/96,3,2018,,,Limestone College,V.Smith,New York Jets,2019
WR,Jeff Smith,9,67,#556 WR,"6'0""",192,23,4/20/97,1,2019,,,Boston College,J.Smith,New York Jets,2019
WR,Josh Malone,83,67,#556 WR,"6'3""",208,24,3/20/96,4,2017,4,128,Tennessee,J.Malone,New York Jets,2019
TE,Chris Herndon IV,89,78,#43 TE,"6'4""",253,24,2/22/96,3,2018,4,107,,C.Herndon,New York Jets,2019
TE,Trevon Wesco,85,69,#174 TE,"6'3""",267,24,9/11/95,2,2019,4,121,West Virginia,T.Wesco,New York Jets,2019
TE,Daniel Brown,87,69,#174 TE,"6'5""",250,28,5/25/92,6,2015,,,James Madison,D.Brown,New York Jets,2019
TE,Ross Travis,43,67,#282 TE,"6'6""",225,27,1/8/93,4,2015,,,Penn State,R.Travis,New York Jets,2019
C,Jonotthan Harrison,78,69,#58 C,"6'3""",304,28,8/24/91,7,2014,,,Florida,J.Harrison,New York Jets,2019
C,Brad Lundblade,0,69,#58 C,"6'2""",295,24,9/20/95,1,2018,,,Oklahoma State,B.Lundblade,New York Jets,2019
C,Leo Koloamatangi,63,67,#91 C,"6'4""",312,26,5/8/94,2,2017,,,Hawaii,L.Koloamatangi,New York Jets,2019
C,Jimmy Murray,61,67,#91 C,"6'5""",304,25,5/4/95,2,2018,,,Holy Cross,J.Murray,New York Jets,2019
OG,Brian Winters,67,81,#21 OG,"6'4""",320,28,7/9/91,8,2013,3,72,Kent State,B.Winters,New York Jets,2019
OG,Chuma Edoga,75,71,#62 OG,"6'3""",308,23,5/24/97,2,2019,3,92,USC,C.Edoga,New York Jets,2019
OG,Greg Van Roten,73,71,#62 OG,"6'3""",303,30,2/25/90,5,2012,,,Pennsylvania,G.Van,New York Jets,2019
OG,Ben Braden,69,67,#112 OG,"6'6""",329,26,3/8/94,2,2017,,,Michigan,B.Braden,New York Jets,2019
OG,Josh Andrews,63,67,#112 OG,"6'2""",311,29,6/20/91,5,2014,,,Oregon State,J.Andrews,New York Jets,2019
OG,Cameron Clark,,67,#112 OG,"6'4""",308,22,11/15/97,0,2020,4,129,Charlotte,C.Clark,New York Jets,2019
OT,Alex Lewis,71,71,#109 OT,"6'6""",312,28,4/20/92,5,2016,4,130,Nebraska,A.Lewis,New York Jets,2019
OT,George Fant,74,69,#146 OT,"6'5""",296,27,7/18/92,5,2016,,,Western Kentucky,G.Fant,New York Jets,2019
OT,Mekhi Becton,,67,#226 OT,"6'7""",364,21,4/17/99,0,2020,1,11,Louisville,M.Becton,New York Jets,2019
OT,Jared Hilbers,,67,#226 OT,"6'6""",310,,,0,2020,,,Washington,J.Hilbers,New York Jets,2019
OT,Conor McDermott,69,67,#226 OT,"6'8""",305,27,10/18/92,4,2017,6,211,UCLA,C.McDermott,New York Jets,2019
NT,Steve McLendon,99,80,#7 NT,"6'4""",280,34,1/2/86,11,2009,,,Troy,S.McLendon,New York Jets,2019
DT,Quinnen Williams,95,79,#27 DT,"6'3""",303,22,12/20/97,2,2019,1,3,Alabama,Q.Williams,New York Jets,2019
DT,Nathan Shepherd,97,73,#95 DT,"6'4""",315,26,10/8/93,3,2018,3,72,Fort Hays State,N.Shepherd,New York Jets,2019
DT,Folorunso Fatukasi,94,72,#112 DT,"6'4""",318,25,3/3/95,3,2018,6,180,Connecticut,F.Fatukasi,New York Jets,2019
DE,Henry Anderson,96,77,#57 DE,"6'6""",294,28,8/2/91,6,2015,3,93,Stanford,H.Anderson,New York Jets,2019
DE,Ahmad Gooden,0,76,#65 DE,"6'1""",241,24,10/26/95,1,2019,,,Samford,A.Gooden,New York Jets,2019
DE,Kyle Phillips,98,74,#98 DE,"6'4""",272,23,5/4/97,2,2019,,,Tennessee,K.Phillips,New York Jets,2019
DE,Corbin Kaufusi,65,72,#126 DE,"6'8""",281,27,4/11/93,1,2019,,,Brigham Young,C.Kaufusi,New York Jets,2019
DE,Tarell Basham,93,72,#126 DE,"6'4""",259,26,3/17/94,4,2017,3,80,Ohio U.,T.Basham,New York Jets,2019
DE,Jordan Willis,60,71,#146 DE,"6'4""",255,25,5/1/95,4,2017,3,73,Kansas State,J.Willis,New York Jets,2019
DE,Bronson Kaufusi,91,68,#210 DE,"6'6""",285,28,7/5/91,3,2016,3,70,Brigham Young,B.Kaufusi,New York Jets,2019
DE,John Franklin-Myers,56,67,#271 DE,"6'4""",283,23,9/25/96,3,2018,4,135,Stephen F. Austin St.,J.Franklin-Myers,New York Jets,2019
DE,Jabari Zuniga,,67,#271 DE,"6'3""",264,,,0,2020,3,79,Florida,J.Zuniga,New York Jets,2019
LB,Avery Williamson,54,86,#17 LB,"6'1""",246,28,3/8/92,7,2014,5,151,Kentucky,A.Williamson,New York Jets,2019
LB,Jordan Jenkins,48,72,#202 LB,"6'3""",259,25,6/30/94,5,2016,3,83,Georgia,J.Jenkins,New York Jets,2019
LB,Patrick Onwuasor,48,72,#202 LB,"6'0""",225,27,8/21/92,5,2016,,,Portland State,P.Onwuasor,New York Jets,2019
LB,Harvey Langi,44,70,#266 LB,"6'1""",249,27,9/23/92,3,2017,,,Brigham Young,H.Langi,New York Jets,2019
LB,Wyatt Ray,43,70,#266 LB,"6'3""",257,23,10/23/96,1,2019,,,Boston College,W.Ray,New York Jets,2019
LB,Blake Cashman,53,70,#266 LB,"6'1""",237,24,5/9/96,2,2019,5,157,Minnesota,B.Cashman,New York Jets,2019
LB,Frankie Luvu,50,68,#377 LB,"6'2""",242,23,9/18/96,3,2018,,,Washington State,F.Luvu,New York Jets,2019
LB,James Burgess,58,67,#478 LB,"6'0""",236,26,3/8/94,4,2016,,,Louisville,J.Burgess,New York Jets,2019
LB,Neville Hewitt,46,67,#478 LB,"6'2""",235,27,4/5/93,6,2015,,,Marshall,N.Hewitt,New York Jets,2019
LB,CJ Mosley,57,67,#478 LB,"6'2""",234,28,6/18/92,7,2014,1,17,Alabama,C.Mosley,New York Jets,2019
LB,BJ Bello,49,67,#478 LB,"6'2""",230,25,10/30/94,3,2017,,,Illinois State,B.Bello,New York Jets,2019
CB,Pierre Desir,35,81,#43 CB,"6'1""",198,29,9/7/90,7,2014,4,127,Lindenwood,P.Desir,New York Jets,2019
CB,Brian Poole,34,77,#71 CB,"5'10""",210,27,10/19/92,5,2016,,,Florida,B.Poole,New York Jets,2019
CB,Blessuan Austin,31,73,#158 CB,"6'1""",198,23,7/18/96,2,2019,6,196,Rutgers,B.Austin,New York Jets,2019
CB,Nate Hairston,21,69,#241 CB,"6'0""",196,25,6/29/94,4,2017,5,158,Temple,N.Hairston,New York Jets,2019
CB,Anthony Cioffi,0,68,#302 CB,"6'0""",200,25,8/25/94,1,2017,,,Rutgers,A.Cioffi,New York Jets,2019
CB,Bryce Hall,,67,#386 CB,"6'1""",202,,,0,2020,5,158,Virginia,B.Hall,New York Jets,2019
CB,Shyheim Carter,,67,#386 CB,"5'10""",194,,,0,2020,,,Alabama,S.Carter,New York Jets,2019
CB,Javelin Guidry,,67,#386 CB,"5'9""",191,,,0,2020,,,Utah,J.Guidry,New York Jets,2019
CB,Arthur Maulet,23,67,#386 CB,"5'11""",190,26,7/12/93,4,2017,,,Memphis,A.Maulet,New York Jets,2019
CB,Bennett Jackson,32,67,#386 CB,"6'0""",195,28,9/15/91,3,2014,6,187,Notre Dame,B.Jackson,New York Jets,2019
SS,Jamal Adams,33,92,#3 SS,"6'0""",214,24,10/16/95,4,2017,1,6,LSU,J.Adams,New York Jets,2019
SS,Matthias Farley,41,74,#48 SS,"5'11""",204,27,7/14/92,5,2016,,,Notre Dame,M.Farley,New York Jets,2019
FS,Marcus Maye,20,81,#20 FS,"6'0""",212,26,3/7/94,4,2017,2,39,Florida,M.Maye,New York Jets,2019
FS,Ashtyn Davis,,67,#136 FS,"6'1""",202,23,10/9/96,0,2020,3,68,California,A.Davis,New York Jets,2019
LS,Thomas Hennessy,42,,,"6'3""",236,26,6/10/94,4,2017,,,Duke,T.Hennessy,New York Jets,2019
P,Ian Berryman,0,71,#46 P,"6'0""",210,24,5/31/96,1,2019,,,Western Carolina,I.Berryman,New York Jets,2019
P,Braden Mann,,67,#65 P,"5'11""",198,22,11/23/97,0,2020,6,191,Texas A&M,B.Mann,New York Jets,2019
PK,Brett Maher,0,73,#38 PK,"6'0""",186,30,11/20/89,3,2013,,,Nebraska,B.Maher,New York Jets,2019
PK,Sam Ficken,9,67,#76 PK,"6'2""",186,27,12/13/92,2,2016,,,Penn State,S.Ficken,New York Jets,2019
QB,Sam Darnold,14,75,#40 QB,"6'3""",221,23,6/4/97,2nd season,2018,1,3,USC,S.Darnold,New York Jets,2018
QB,Trevor Siemian,19,71,#32 QB,"6'3""",212,28,12/26/91,5th season,2015,7,250,Northwestern,T.Siemian,New York Jets,2018
QB,David Fales,5,67,,"6'2""",212,29,10/4/90,5th season,2014,6,183,San Jose State,D.Fales,New York Jets,2018
QB,Luke Falk,8,65,,"6'4""",215,25,12/28/94,1st season,2018,6,199,,L.Falk,New York Jets,2018
RB,Le'Veon Bell,26,96,#4 RB,"6'1""",230,28,2/17/92,6th season,2013,2,48,Michigan State,L.Bell,New York Jets,2018
RB,Ty Montgomery,88,81,#78 RB,"6'0""",221,27,1/22/93,5th season,2015,3,94,Stanford,T.Montgomery,New York Jets,2018
RB,Bilal Powell,29,79,#50 RB,"5'10""",204,31,10/4/88,9th season,2011,4,126,Louisville,B.Powell,New York Jets,2018
RB,Kenneth Dixon,38,74,#46 RB,"5'10""",215,26,1/20/94,3rd season,2016,4,134,Louisiana Tech,K.Dixon,New York Jets,2018
RB,Trenton Cannon,25,70,#113 RB,"5'10""",182,25,7/22/94,2nd season,2018,6,204,Virginia State,T.Cannon,New York Jets,2018
RB,Josh Adams,36,67,,"6'2""",213,23,10/28/96,2nd season,2018,,,Notre Dame,J.Adams,New York Jets,2018
WR,Demaryius Thomas,18,88,#49 WR,"6'3""",229,32,10/25/87,10th season,2010,1,22,Georgia Tech,D.Thomas,New York Jets,2018
WR,Jamison Crowder,82,84,#67 WR,"5'8""",185,27,6/16/93,5th season,2015,4,105,Duke,J.Crowder,New York Jets,2018
WR,Robby Anderson,11,84,#46 WR,"6'3""",180,27,5/8/93,4th season,2016,,,Temple,R.Anderson,New York Jets,2018
WR,Quincy Enunwa,81,79,#39 WR,"6'2""",225,28,5/30/92,5th season,2014,6,209,Nebraska,Q.Enunwa,New York Jets,2018
WR,Jeff Smith,9,77,,"6'0""",192,23,4/20/97,Rookie,2019,,,Boston College,J.Smith,New York Jets,2018
WR,Josh Bellamy,15,73,#106 WR,"6'0""",206,31,5/17/89,5th season,2012,,,Louisville,J.Bellamy,New York Jets,2018
WR,Josh Malone,83,70,,"6'3""",208,24,3/20/96,3rd season,2017,4,128,Tennessee,J.Malone,New York Jets,2018
WR,Braxton Berrios,10,70,#161 WR,"5'9""",184,24,10/5/95,2nd season,2018,6,210,Miami (Fla.),B.Berrios,New York Jets,2018
WR,Vyncint Smith,17,65,,"6'3""",195,24,6/8/96,2nd season,2018,,,Limestone College,V.Smith,New York Jets,2018
TE,Ryan Griffin,84,75,#63 TE,"6'5""",208,30,11/16/89,6th season,2013,6,201,Tulane,R.Griffin,New York Jets,2018
TE,Trevon Wesco,85,75,#47 TE,"6'3""",267,24,9/11/95,1st season,2019,4,121,West Virginia,T.Wesco,New York Jets,2018
TE,Daniel Brown,87,71,#110 TE,"6'5""",250,28,5/25/92,5th season,2015,,,James Madison,D.Brown,New York Jets,2018
TE,Ross Travis,43,69,,"6'6""",225,27,1/8/93,3rd season,2015,,,Penn State,R.Travis,New York Jets,2018
TE,Chris Herndon IV,89,66,,"6'4""",253,24,2/22/96,2nd season,2018,4,107,,C.Herndon,New York Jets,2018
C,Ryan Kalil,55,76,#29 C,"6'3""",295,35,3/29/85,13th season,2007,2,59,USC,R.Kalil,New York Jets,2018
C,Leo Koloamatangi,63,68,,"6'4""",312,26,5/8/94,1st season,2017,,,Hawaii,L.Koloamatangi,New York Jets,2018
C,Jonotthan Harrison,78,68,#37 C,"6'3""",304,28,8/24/91,6th season,2014,,,Florida,J.Harrison,New York Jets,2018
OG,Kelechi Osemele,70,90,#23 OG,"6'5""",335,30,6/24/89,7th season,2012,2,60,Iowa State,K.Osemele,New York Jets,2018
OG,Alex Lewis,71,70,#42 OG,"6'6""",312,28,4/20/92,4th season,2016,4,130,Nebraska,A.Lewis,New York Jets,2018
OG,Brian Winters,67,69,#16 OG,"6'4""",320,28,7/9/91,7th season,2013,3,72,Kent State,B.Winters,New York Jets,2018
OG,Tom Compton,77,69,#92 OG,"6'5""",314,31,5/9/89,6th season,2012,6,193,South Dakota,T.Compton,New York Jets,2018
OG,Conor McDermott,69,64,#102 OG,"6'8""",305,27,10/18/92,3rd season,2017,6,211,UCLA,C.McDermott,New York Jets,2018
OG,Ben Braden,69,61,,"6'6""",329,26,3/8/94,1st season,2017,,,Michigan,B.Braden,New York Jets,2018
OT,Kelvin Beachum,68,79,#56 OT,"6'3""",306,31,6/8/89,8th season,2012,7,248,SMU,K.Beachum,New York Jets,2018
